,Rel Hum_%,Wind Speed_km/h,Press_kPa,Weather,Visiblity
5595,74,0,100.92,Mostly Cloudy,25.0
5596,72,6,100.93,Mainly Clear,25.0
5597,73,0,100.99,Mainly Clear,24.1
5598,78,7,101.02,Mainly Clear,48.3
5599,74,6,101.08,Mainly Clear,48.3
5600,62,7,101.12,Mostly Cloudy,48.3
5601,48,13,101.15,Mostly Cloudy,48.3
5602,50,13,101.18,Mainly Clear,48.3
5603,48,11,101.17,Mainly Clear,48.3
5604,43,17,101.19,Mainly Clear,48.3
5605,44,22,101.19,Mostly Cloudy,48.3
5606,48,15,101.18,Mostly Cloudy,48.3
5607,47,19,101.15,Mostly Cloudy,48.3
5608,49,17,101.14,Mostly Cloudy,48.3
5609,48,19,101.17,Mostly Cloudy,48.3
5610,48,13,101.18,Mostly Cloudy,48.3
5611,52,7,101.21,Mostly Cloudy,48.3
5612,50,6,101.25,Mainly Clear,25.0
5613,67,20,101.36,Mostly Cloudy,24.1
5614,72,6,101.33,Mostly Cloudy,25.0
5615,75,4,101.34,Mostly Cloudy,25.0
5616,76,13,101.34,Mostly Cloudy,25.0
5617,78,15,101.33,Rain Showers,25.0
5618,73,11,101.35,Mostly Cloudy,25.0
5619,65,13,101.38,Cloudy,25.0
5620,66,9,101.39,Cloudy,25.0
5621,70,7,101.41,Mainly Clear,48.3
5622,72,6,101.45,Mainly Clear,48.3
5623,65,15,101.46,Mainly Clear,48.3
5624,59,15,101.48,Mainly Clear,48.3
5625,59,15,101.5,Mostly Cloudy,48.3
5626,61,17,101.5,Mainly Clear,48.3
5627,56,24,101.46,Mainly Clear,48.3
5628,49,24,101.44,Mainly Clear,48.3
5629,44,24,101.39,Mainly Clear,48.3
5630,42,19,101.35,Mainly Clear,48.3
5631,39,20,101.33,Clear,48.3
5632,39,28,101.28,Mainly Clear,48.3
5633,40,15,101.27,Mainly Clear,48.3
5634,40,11,101.24,Mainly Clear,48.3
5635,49,9,101.25,Mainly Clear,48.3
5636,58,13,101.28,Mainly Clear,25.0
5637,59,15,101.29,Clear,25.0
5638,61,17,101.27,Mainly Clear,25.0
5639,57,19,101.26,Mainly Clear,25.0
5640,57,11,101.29,Mainly Clear,24.1
5641,63,13,101.29,Mainly Clear,25.0
5642,67,13,101.32,Mostly Cloudy,25.0
5643,68,13,101.31,Mainly Clear,25.0
5644,71,15,101.31,Mainly Clear,25.0
5645,77,15,101.33,Mainly Clear,25.0
5646,78,24,101.36,Mainly Clear,24.1
5647,76,19,101.37,Clear,24.1
5648,69,22,101.37,Mainly Clear,24.1
5649,69,24,101.39,Mainly Clear,48.3
5650,58,22,101.39,Mainly Clear,48.3
5651,54,24,101.37,Mainly Clear,48.3
5652,51,28,101.36,Mostly Cloudy,48.3
5653,50,26,101.37,Mostly Cloudy,48.3
5654,55,13,101.37,Rain Showers,24.1
5655,55,19,101.35,Mostly Cloudy,48.3
5656,54,22,101.34,Mainly Clear,48.3
5657,53,17,101.33,Mainly Clear,48.3
5658,57,11,101.34,Mainly Clear,48.3
5659,65,9,101.36,Mainly Clear,25.0
5660,70,7,101.41,Clear,25.0
5661,68,7,101.47,Mainly Clear,25.0
5662,77,6,101.53,Mostly Cloudy,25.0
5663,73,6,101.55,Mainly Clear,25.0
5664,83,4,101.59,Mainly Clear,25.0
5665,80,13,101.62,Mainly Clear,25.0
5666,60,9,101.63,Mostly Cloudy,25.0
5667,63,13,101.64,Mainly Clear,25.0
5668,66,13,101.65,Mainly Clear,25.0
5669,84,6,101.72,Mainly Clear,48.3
5670,79,11,101.76,Mainly Clear,48.3
5671,68,11,101.78,Mainly Clear,24.1
5672,61,7,101.8,Clear,24.1
5673,57,9,101.81,Mainly Clear,48.3
5674,51,13,101.84,Mainly Clear,48.3
5675,47,0,101.82,Mainly Clear,48.3
5676,46,6,101.8,Mainly Clear,48.3
5677,45,4,101.77,Mainly Clear,48.3
5678,42,11,101.71,Mainly Clear,48.3
5679,39,9,101.69,Mainly Clear,48.3
5680,41,11,101.68,Mainly Clear,48.3
5681,43,6,101.7,Mainly Clear,48.3
5682,49,6,101.71,Mainly Clear,24.1
5683,45,11,101.73,Mostly Cloudy,25.0
5684,45,13,101.76,Mostly Cloudy,25.0
5685,48,7,101.77,Mainly Clear,25.0
5686,58,11,101.77,Mainly Clear,25.0
5687,58,13,101.79,Mainly Clear,25.0
5688,60,9,101.8,Mostly Cloudy,25.0
5689,62,11,101.77,Mainly Clear,25.0
5690,63,6,101.8,Mainly Clear,25.0
5691,65,6,101.8,Mainly Clear,25.0
5692,66,11,101.81,Mainly Clear,25.0
5693,69,4,101.88,Mainly Clear,24.1
5694,72,6,101.93,Mainly Clear,24.1
5695,70,6,101.96,Mainly Clear,24.1
5696,71,4,101.96,Mainly Clear,24.1
5697,61,6,101.97,Mainly Clear,48.3
5698,55,7,101.97,Clear,48.3
5699,54,7,101.94,Mainly Clear,48.3
5700,49,7,101.92,Mainly Clear,48.3
5701,45,11,101.84,Clear,48.3
5702,40,7,101.79,Mainly Clear,48.3
5703,38,9,101.75,Mainly Clear,48.3
5704,42,13,101.74,Mainly Clear,48.3
5705,45,11,101.72,Mainly Clear,48.3
5706,47,13,101.74,Mainly Clear,48.3
5707,52,9,101.76,Mainly Clear,25.0
5708,55,13,101.78,Mainly Clear,25.0
5709,60,11,101.76,Clear,25.0
5710,67,9,101.8,Clear,25.0
5711,69,9,101.83,Clear,25.0
5712,78,11,101.85,Clear,25.0
5713,78,6,101.89,Clear,25.0
5714,67,7,101.9,Clear,25.0
5715,66,15,101.91,Clear,25.0
5716,68,7,101.95,Clear,25.0
5717,76,6,102.02,Clear,24.1
5718,79,0,102.06,Clear,24.1
5719,70,9,102.1,Clear,24.1
5720,65,15,102.09,Mainly Clear,24.1
5721,64,11,102.08,Mainly Clear,24.1
5722,59,15,102.07,Mainly Clear,48.3
5723,53,20,102.04,Mainly Clear,48.3
5724,49,17,101.99,Mainly Clear,48.3
5725,46,13,101.92,Mainly Clear,48.3
5726,41,17,101.81,Mainly Clear,48.3
5727,42,13,101.76,Mainly Clear,48.3
5728,42,11,101.68,Mainly Clear,48.3
5729,46,4,101.62,Mainly Clear,48.3
5730,44,11,101.56,Mainly Clear,48.3
5731,47,15,101.55,Mainly Clear,25.0
5732,54,11,101.56,Mainly Clear,25.0
5733,58,9,101.55,Mostly Cloudy,25.0
5734,65,15,101.52,Mostly Cloudy,25.0
5735,66,15,101.51,Mostly Cloudy,25.0
5736,63,15,101.49,Mostly Cloudy,25.0
5737,68,11,101.44,Mainly Clear,25.0
5738,68,11,101.43,Mostly Cloudy,25.0
5739,69,11,101.4,Mostly Cloudy,25.0
5740,66,13,101.37,Mostly Cloudy,25.0
5741,70,15,101.36,Mostly Cloudy,24.1
5742,71,13,101.38,Mostly Cloudy,24.1
5743,68,13,101.36,Mostly Cloudy,24.1
5744,61,17,101.33,Mostly Cloudy,24.1
5745,61,19,101.31,Mostly Cloudy,48.3
5746,61,22,101.25,Mostly Cloudy,48.3
5747,61,17,101.19,Cloudy,24.1
5748,59,20,101.11,Cloudy,24.1
5749,60,20,101.03,Cloudy,24.1
5750,61,17,100.95,Cloudy,24.1
5751,62,15,100.87,Rain Showers,24.1
5752,81,13,100.83,Rain Showers,24.1
5753,89,13,100.84,Rain Showers,24.1
5754,86,7,100.78,Cloudy,25.0
5755,87,7,100.71,Cloudy,25.0
5756,85,13,100.68,Mostly Cloudy,25.0
5757,93,11,100.66,Mostly Cloudy,25.0
5758,88,15,100.63,Mostly Cloudy,25.0
5759,81,22,100.59,Mostly Cloudy,25.0
5760,85,26,100.53,Cloudy,25.0
5761,87,15,100.49,Cloudy,25.0
5762,88,15,100.46,Cloudy,25.0
5763,89,13,100.44,Mostly Cloudy,25.0
5764,91,11,100.42,Mainly Clear,25.0
5765,94,13,100.47,Mostly Cloudy,16.1
5766,94,15,100.5,Mostly Cloudy,19.3
5767,89,15,100.53,Mostly Cloudy,19.3
5768,86,15,100.57,Cloudy,19.3
5769,69,24,100.59,Mainly Clear,48.3
5770,60,15,100.61,Mainly Clear,48.3
5771,63,13,100.6,Mostly Cloudy,48.3
5772,50,22,100.6,Mainly Clear,48.3
5773,44,30,100.61,Mainly Clear,48.3
5774,41,30,100.61,Mainly Clear,48.3
5775,40,28,100.65,Mainly Clear,48.3
5776,42,24,100.71,Mainly Clear,48.3
5777,41,22,100.76,Mainly Clear,48.3
5778,44,20,100.79,Mainly Clear,48.3
5779,46,17,100.87,Mostly Cloudy,25.0
5780,52,15,100.97,Mainly Clear,25.0
5781,60,7,101.01,Mainly Clear,25.0
5782,65,9,101.01,Mainly Clear,25.0
5783,70,7,101.05,Mostly Cloudy,25.0
5784,78,7,101.06,Clear,25.0
5785,79,9,101.07,Mostly Cloudy,25.0
5786,73,11,101.08,Mostly Cloudy,25.0
5787,80,9,101.06,Clear,25.0
5788,82,7,101.06,Clear,25.0
5789,84,7,101.07,Clear,48.3
5790,81,9,101.1,Clear,48.3
5791,59,19,101.13,Clear,48.3
5792,50,20,101.13,Clear,48.3
5793,47,22,101.11,Clear,48.3
5794,44,20,101.09,Clear,48.3
5795,42,22,101.07,Clear,48.3
5796,40,26,101.01,Mainly Clear,48.3
5797,37,32,100.98,Clear,48.3
5798,35,20,100.92,Clear,48.3
5799,36,32,100.87,Mainly Clear,48.3
5800,36,24,100.86,Mainly Clear,48.3
5801,36,26,100.86,Mainly Clear,48.3
5802,36,19,100.87,Clear,48.3
5803,38,15,100.89,Clear,48.3
5804,44,9,100.92,Clear,25.0
5805,45,15,100.93,Clear,25.0
5806,50,22,100.93,Clear,25.0
5807,58,20,100.97,Clear,25.0
5808,64,19,100.96,Clear,25.0
5809,70,11,100.92,Clear,25.0
5810,81,11,100.97,Mostly Cloudy,25.0
5811,75,17,100.93,Mainly Clear,25.0
5812,81,15,100.96,Clear,25.0
5813,78,20,100.97,Mainly Clear,48.3
5814,75,26,100.95,Mostly Cloudy,48.3
5815,72,20,100.95,Mainly Clear,24.1
5816,71,24,100.94,Mainly Clear,24.1
5817,67,32,100.93,Mainly Clear,48.3
5818,58,26,100.88,Mainly Clear,48.3
5819,57,33,100.84,Mainly Clear,48.3
5820,55,32,100.79,Mainly Clear,48.3
5821,54,37,100.73,Mainly Clear,48.3
5822,50,26,100.65,Mainly Clear,48.3
5823,50,35,100.61,Mainly Clear,48.3
5824,49,33,100.54,Mostly Cloudy,48.3
5825,51,41,100.53,Mostly Cloudy,48.3
5826,53,35,100.5,Mostly Cloudy,48.3
5827,57,43,100.49,Mostly Cloudy,25.0
5828,56,39,100.51,Mostly Cloudy,25.0
5829,58,44,100.53,Mainly Clear,25.0
5830,58,41,100.54,Mainly Clear,25.0
5831,60,37,100.57,Mainly Clear,25.0
5832,57,33,100.55,Clear,25.0
5833,56,35,100.51,Mainly Clear,25.0
5834,56,35,100.5,Mainly Clear,25.0
5835,52,28,100.52,Mostly Cloudy,25.0
5836,54,28,100.47,Mostly Cloudy,25.0
5837,61,28,100.45,Mostly Cloudy,24.1
5838,67,30,100.51,Rain Showers,24.1
5839,68,32,100.48,Rain Showers,24.1
5840,65,37,100.49,Cloudy,24.1
5841,75,35,100.5,Rain Showers,24.1
5842,89,20,100.54,"Thunderstorms,Rain Showers",24.1
5843,86,26,100.52,Cloudy,24.1
5844,77,20,100.49,Rain Showers,24.1
5845,70,22,100.43,Cloudy,24.1
5846,70,22,100.38,Cloudy,24.1
5847,65,30,100.35,Mostly Cloudy,24.1
5848,68,20,100.38,Mostly Cloudy,24.1
5849,67,17,100.41,Mostly Cloudy,24.1
5850,71,13,100.47,Mostly Cloudy,24.1
5851,77,9,100.52,Mainly Clear,25.0
5852,82,11,100.61,Mainly Clear,25.0
5853,85,11,100.65,Mainly Clear,25.0
5854,74,20,100.78,Mainly Clear,25.0
5855,61,11,100.84,Clear,25.0
5856,66,11,100.94,Mainly Clear,25.0
5857,66,4,101.0,Mainly Clear,25.0
5858,66,9,101.05,Mainly Clear,25.0
5859,73,11,101.13,Mainly Clear,25.0
5860,80,11,101.21,Clear,25.0
5861,82,13,101.31,Mainly Clear,25.0
5862,79,13,101.41,Mainly Clear,48.3
5863,63,24,101.48,Mainly Clear,48.3
5864,55,20,101.54,Mainly Clear,48.3
5865,47,15,101.59,Clear,48.3
5866,42,20,101.6,Clear,48.3
5867,34,15,101.6,Mainly Clear,48.3
5868,35,13,101.57,Clear,48.3
5869,34,6,101.54,Clear,48.3
5870,34,7,101.47,Clear,48.3
5871,34,7,101.44,Clear,48.3
5872,33,4,101.43,Clear,48.3
5873,33,7,101.39,Clear,48.3
5874,40,9,101.41,Clear,48.3
5875,44,6,101.45,Clear,48.3
5876,56,11,101.46,Clear,25.0
5877,49,7,101.47,Clear,25.0
5878,58,6,101.46,Clear,25.0
5879,60,7,101.45,Mainly Clear,25.0
5880,63,4,101.47,Clear,25.0
5881,73,4,101.47,Clear,25.0
5882,77,4,101.47,Clear,25.0
5883,79,0,101.43,Mainly Clear,25.0
5884,79,0,101.41,Mainly Clear,25.0
5885,77,6,101.43,Mainly Clear,25.0
5886,86,7,101.48,Mainly Clear,24.1
5887,78,4,101.49,Mainly Clear,48.3
5888,70,7,101.51,Mostly Cloudy,48.3
5889,61,4,101.52,Mostly Cloudy,48.3
5890,55,6,101.53,Mostly Cloudy,48.3
5891,48,4,101.52,Mostly Cloudy,48.3
5892,37,4,101.49,Mainly Clear,48.3
5893,31,9,101.47,Mainly Clear,48.3
5894,32,9,101.45,Mainly Clear,48.3
5895,29,7,101.41,Mainly Clear,48.3
5896,29,11,101.43,Mainly Clear,48.3
5897,34,9,101.44,Mainly Clear,48.3
5898,33,11,101.47,Mainly Clear,48.3
5899,45,13,101.51,Mainly Clear,48.3
5900,44,9,101.52,Clear,25.0
5901,51,7,101.53,Mainly Clear,25.0
5902,55,4,101.57,Mainly Clear,25.0
5903,56,4,101.57,Clear,25.0
5904,62,7,101.6,Clear,25.0
5905,66,0,101.61,Mainly Clear,25.0
5906,73,6,101.59,Mainly Clear,25.0
5907,79,4,101.61,Mainly Clear,25.0
5908,85,6,101.63,Clear,25.0
5909,76,6,101.68,Mainly Clear,25.0
5910,84,6,101.68,Mainly Clear,48.3
5911,77,7,101.69,Mainly Clear,48.3
5912,70,11,101.67,Mainly Clear,48.3
5913,55,9,101.65,Mainly Clear,48.3
5914,47,9,101.63,Mainly Clear,48.3
5915,43,9,101.59,Mainly Clear,48.3
5916,39,13,101.54,Mainly Clear,48.3
5917,36,4,101.5,Mainly Clear,48.3
5918,33,0,101.41,Mainly Clear,48.3
5919,34,13,101.33,Mainly Clear,48.3
5920,36,4,101.29,Mostly Cloudy,48.3
5921,42,13,101.25,Mostly Cloudy,48.3
5922,44,13,101.2,Mostly Cloudy,48.3
5923,45,9,101.19,Mostly Cloudy,25.0
5924,46,9,101.21,Mostly Cloudy,25.0
5925,49,15,101.19,Mainly Clear,25.0
5926,61,13,101.19,Mainly Clear,25.0
5927,72,11,101.18,Mainly Clear,25.0
5928,74,9,101.21,Mainly Clear,25.0
5929,73,9,101.2,Mostly Cloudy,25.0
5930,73,13,101.16,Mostly Cloudy,25.0
5931,70,7,101.14,Mostly Cloudy,25.0
5932,69,6,101.13,Cloudy,25.0
5933,68,9,101.11,Mostly Cloudy,25.0
5934,71,15,101.15,Cloudy,25.0
5935,76,17,101.13,Cloudy,24.1
5936,75,15,101.11,Mostly Cloudy,24.1
5937,73,11,101.1,Mostly Cloudy,24.1
5938,70,9,101.08,Cloudy,24.1
5939,63,15,101.02,Mostly Cloudy,24.1
5940,63,6,100.94,Cloudy,24.1
5941,64,9,100.89,Cloudy,24.1
5942,66,15,100.83,Cloudy,24.1
5943,68,19,100.81,Cloudy,24.1
5944,70,15,100.77,Cloudy,24.1
5945,72,15,100.74,Cloudy,24.1
5946,85,9,100.73,Rain,19.3
5947,93,7,100.7,Rain,12.9
5948,95,9,100.68,Rain,12.9
5949,92,9,100.66,Rain,19.3
5950,94,15,100.61,Rain,19.3
5951,94,9,100.47,Rain,19.3
5952,93,13,100.43,Rain,19.3
5953,92,13,100.35,Rain,16.1
5954,95,17,100.35,Rain,25.0
5955,95,15,100.39,Cloudy,25.0
5956,94,11,100.43,Mostly Cloudy,25.0
5957,97,7,100.46,Mostly Cloudy,25.0
5958,95,7,100.51,Mostly Cloudy,24.1
5959,93,11,100.55,Mainly Clear,24.1
5960,85,13,100.51,Mainly Clear,48.3
5961,79,15,100.54,Mostly Cloudy,24.1
5962,76,11,100.59,Mostly Cloudy,24.1
5963,71,7,100.57,Rain Showers,24.1
5964,68,11,100.54,Mainly Clear,24.1
5965,63,11,100.52,Mainly Clear,24.1
5966,60,13,100.49,Mainly Clear,24.1
5967,59,11,100.47,Mainly Clear,24.1
5968,57,9,100.45,Mainly Clear,24.1
5969,58,13,100.44,Mainly Clear,24.1
5970,59,9,100.5,Mainly Clear,24.1
5971,62,6,100.55,Mostly Cloudy,25.0
5972,71,7,100.57,Mostly Cloudy,25.0
5973,70,9,100.58,Rain Showers,25.0
5974,75,7,100.55,Mostly Cloudy,25.0
5975,78,6,100.53,Mainly Clear,25.0
5976,82,7,100.53,Mainly Clear,25.0
5977,85,7,100.55,Mostly Cloudy,25.0
5978,84,7,100.55,Mainly Clear,25.0
5979,85,6,100.55,Mostly Cloudy,25.0
5980,87,7,100.54,Mainly Clear,25.0
5981,84,6,100.61,Mostly Cloudy,25.0
5982,90,9,100.58,Mostly Cloudy,25.0
5983,87,7,100.62,Cloudy,25.0
5984,83,7,100.62,Mostly Cloudy,24.1
5985,74,6,100.59,Mainly Clear,24.1
5986,65,6,100.55,Mainly Clear,24.1
5987,61,13,100.5,Mainly Clear,24.1
5988,56,15,100.45,Mainly Clear,24.1
5989,53,11,100.41,Mainly Clear,24.1
5990,54,13,100.34,Mostly Cloudy,24.1
5991,55,13,100.3,Mainly Clear,24.1
5992,56,19,100.31,Mainly Clear,24.1
5993,57,17,100.36,Mainly Clear,24.1
5994,60,9,100.38,Mainly Clear,24.1
5995,68,6,100.42,Mainly Clear,25.0
5996,70,11,100.47,Clear,25.0
5997,67,7,100.52,Mainly Clear,25.0
5998,75,9,100.55,Mainly Clear,25.0
5999,70,0,100.59,Mainly Clear,25.0
6000,81,4,100.62,Clear,24.1
6001,77,4,100.62,Clear,25.0
6002,88,9,100.62,Mainly Clear,25.0
6003,78,6,100.68,Clear,25.0
6004,77,6,100.68,Clear,25.0
6005,91,7,100.72,Mainly Clear,25.0
6006,83,11,100.77,Mainly Clear,48.3
6007,77,15,100.81,Mostly Cloudy,48.3
6008,68,9,100.79,Mostly Cloudy,48.3
6009,65,19,100.8,Mostly Cloudy,48.3
6010,67,19,100.82,Mostly Cloudy,48.3
6011,64,19,100.84,Mostly Cloudy,48.3
6012,56,17,100.82,Cloudy,48.3
6013,47,17,100.8,Mostly Cloudy,48.3
6014,44,9,100.76,Mostly Cloudy,48.3
6015,40,13,100.72,Mostly Cloudy,48.3
6016,38,6,100.7,Mostly Cloudy,48.3
6017,40,0,100.64,Cloudy,48.3
6018,48,0,100.6,Cloudy,24.1
6019,54,6,100.61,Mostly Cloudy,25.0
6020,49,4,100.58,Mostly Cloudy,25.0
6021,55,6,100.5,Cloudy,25.0
6022,65,9,100.45,Cloudy,25.0
6023,68,17,100.29,Cloudy,24.1
6024,73,13,100.21,Cloudy,25.0
6025,78,6,100.21,Cloudy,25.0
6026,73,7,100.12,Cloudy,25.0
6027,74,9,99.98,Cloudy,25.0
6028,68,17,99.85,"Thunderstorms,Rain Showers",25.0
6029,89,11,99.93,Cloudy,25.0
6030,88,17,99.82,Cloudy,24.1
6031,82,20,99.77,Cloudy,19.3
6032,82,9,99.66,Cloudy,19.3
6033,77,13,99.54,Cloudy,19.3
6034,68,28,99.35,Cloudy,19.3
6035,63,35,99.27,Cloudy,19.3
6036,61,39,99.21,Cloudy,19.3
6037,61,24,99.08,Cloudy,24.1
6038,63,33,98.94,Rain Showers,24.1
6039,77,30,98.89,Rain Showers,16.1
6040,87,39,99.09,Rain Showers,24.1
6041,76,33,99.17,Cloudy,48.3
6042,75,39,99.33,Cloudy,24.1
6043,72,37,99.44,Mostly Cloudy,25.0
6044,68,43,99.51,Mainly Clear,25.0
6045,80,44,99.67,Mostly Cloudy,25.0
6046,80,30,99.87,Mostly Cloudy,25.0
6047,75,28,100.06,Cloudy,25.0
6048,72,30,100.18,Cloudy,25.0
6049,75,28,100.26,Cloudy,25.0
6050,76,24,100.3,Mostly Cloudy,25.0
6051,81,17,100.28,Mainly Clear,25.0
6052,84,20,100.39,Mainly Clear,25.0
6053,88,11,100.44,Clear,25.0
6054,91,6,100.5,Mainly Clear,24.1
6055,86,7,100.57,Mainly Clear,24.1
6056,78,17,100.6,Mainly Clear,24.1
6057,67,17,100.65,Mainly Clear,48.3
6058,64,17,100.69,Mostly Cloudy,48.3
6059,60,19,100.66,Mainly Clear,48.3
6060,58,22,100.65,Mainly Clear,48.3
6061,57,11,100.68,Mainly Clear,48.3
6062,53,19,100.67,Mostly Cloudy,48.3
6063,57,17,100.67,Mostly Cloudy,48.3
6064,54,22,100.71,Mainly Clear,48.3
6065,62,15,100.76,Mainly Clear,48.3
6066,63,11,100.8,Mostly Cloudy,48.3
6067,65,11,100.83,Mostly Cloudy,25.0
6068,69,9,100.87,Mostly Cloudy,25.0
6069,73,9,100.89,Mostly Cloudy,25.0
6070,71,9,100.9,Mostly Cloudy,25.0
6071,76,15,100.93,Cloudy,25.0
6072,81,9,100.94,Mostly Cloudy,25.0
6073,84,9,100.95,Mostly Cloudy,25.0
6074,83,11,100.96,Mostly Cloudy,25.0
6075,82,11,100.98,Mostly Cloudy,25.0
6076,84,13,101.0,Mainly Clear,25.0
6077,88,17,101.05,Mainly Clear,25.0
6078,87,17,101.15,Mainly Clear,24.1
6079,77,15,101.23,Mainly Clear,24.1
6080,68,19,101.29,Mostly Cloudy,24.1
6081,67,15,101.33,Mainly Clear,24.1
6082,59,15,101.32,Mostly Cloudy,24.1
6083,56,19,101.31,Mostly Cloudy,48.3
6084,52,20,101.31,Mostly Cloudy,48.3
6085,50,13,101.32,Mostly Cloudy,48.3
6086,47,20,101.3,Mostly Cloudy,48.3
6087,46,24,101.27,Mostly Cloudy,24.1
6088,46,20,101.31,Mostly Cloudy,48.3
6089,47,20,101.39,Mostly Cloudy,48.3
6090,52,17,101.43,Mostly Cloudy,24.1
6091,56,9,101.47,Mainly Clear,25.0
6092,70,7,101.54,Clear,25.0
6093,77,6,101.55,Clear,25.0
6094,77,7,101.56,Clear,25.0
6095,82,7,101.56,Clear,25.0
6096,86,9,101.57,Clear,25.0
6097,87,9,101.58,Clear,25.0
6098,90,9,101.6,Clear,25.0
6099,88,7,101.64,Clear,25.0
6100,85,4,101.7,Clear,25.0
6101,91,0,101.75,Clear,25.0
6102,91,6,101.83,Mainly Clear,24.1
6103,84,9,101.89,Mostly Cloudy,48.3
6104,75,9,101.92,Mostly Cloudy,48.3
6105,65,13,101.95,Mostly Cloudy,48.3
6106,60,17,101.93,Mostly Cloudy,48.3
6107,52,19,101.89,Mainly Clear,48.3
6108,53,19,101.87,Mainly Clear,48.3
6109,50,20,101.81,Mainly Clear,48.3
6110,46,20,101.75,Mainly Clear,48.3
6111,44,19,101.69,Mainly Clear,48.3
6112,44,20,101.67,Mainly Clear,48.3
6113,46,20,101.67,Mainly Clear,48.3
6114,51,17,101.66,Mainly Clear,48.3
6115,57,9,101.68,Mainly Clear,25.0
6116,59,15,101.73,Mainly Clear,25.0
6117,67,15,101.76,Clear,25.0
6118,66,17,101.78,Clear,25.0
6119,68,15,101.8,Clear,25.0
6120,64,17,101.82,Clear,25.0
6121,62,11,101.85,Clear,25.0
6122,72,6,101.86,Clear,25.0
6123,80,4,101.9,Clear,25.0
6124,78,0,101.91,Clear,25.0
6125,85,6,101.96,Clear,25.0
6126,86,0,102.02,Clear,48.3
6127,77,9,102.02,Clear,48.3
6128,66,7,102.04,Clear,48.3
6129,61,7,102.05,Clear,48.3
6130,58,11,102.02,Mainly Clear,48.3
6131,51,20,101.98,Clear,48.3
6132,48,19,101.95,Mainly Clear,48.3
6133,47,13,101.87,Mainly Clear,48.3
6134,44,17,101.84,Mainly Clear,48.3
6135,42,17,101.8,Mainly Clear,48.3
6136,39,19,101.77,Mainly Clear,48.3
6137,39,17,101.77,Mainly Clear,48.3
6138,47,11,101.78,Mainly Clear,48.3
6139,64,11,101.83,Mainly Clear,25.0
6140,59,11,101.88,Mainly Clear,25.0
6141,57,11,101.91,Clear,25.0
6142,66,13,101.95,Mainly Clear,25.0
6143,70,11,101.96,Mainly Clear,25.0
6144,67,9,101.96,Mainly Clear,25.0
6145,68,7,101.97,Mainly Clear,25.0
6146,80,11,101.98,Mainly Clear,25.0
6147,85,9,101.96,Clear,25.0
6148,84,11,101.96,Clear,25.0
6149,82,4,102.0,Clear,25.0
6150,81,6,102.02,Mainly Clear,48.3
6151,76,6,102.03,Mainly Clear,48.3
6152,64,9,102.04,Mainly Clear,48.3
6153,61,13,102.05,Mainly Clear,48.3
6154,59,17,102.05,Mainly Clear,48.3
6155,54,15,102.02,Mainly Clear,48.3
6156,50,17,101.97,Mainly Clear,48.3
6157,45,19,101.89,Mainly Clear,48.3
6158,42,24,101.82,Mainly Clear,48.3
6159,42,22,101.77,Mainly Clear,48.3
6160,41,19,101.73,Mainly Clear,48.3
6161,40,20,101.73,Mainly Clear,48.3
6162,50,9,101.71,Mainly Clear,48.3
6163,59,11,101.72,Mainly Clear,25.0
6164,63,11,101.74,Clear,25.0
6165,68,13,101.71,Mainly Clear,25.0
6166,66,15,101.7,Mainly Clear,25.0
6167,71,13,101.72,Clear,25.0
6168,78,9,101.72,Clear,25.0
6169,90,0,101.71,Clear,25.0
6170,81,4,101.69,Clear,25.0
6171,87,6,101.67,Clear,25.0
6172,87,9,101.66,Clear,25.0
6173,86,4,101.65,Mostly Cloudy,25.0
6174,87,6,101.65,Cloudy,24.1
6175,84,9,101.64,Cloudy,24.1
6176,76,9,101.63,Mostly Cloudy,24.1
6177,66,9,101.61,Cloudy,24.1
6178,64,13,101.56,Mostly Cloudy,24.1
6179,61,13,101.51,Cloudy,24.1
6180,57,9,101.44,Cloudy,48.3
6181,55,9,101.34,Cloudy,48.3
6182,51,9,101.27,Mostly Cloudy,48.3
6183,54,9,101.2,Cloudy,24.1
6184,62,4,101.13,Cloudy,24.1
6185,60,7,101.04,Cloudy,24.1
6186,65,6,100.96,Rain Showers,24.1
6187,88,17,100.94,Cloudy,25.0
6188,96,22,101.06,"Thunderstorms,Rain Showers",16.1
6189,94,13,101.31,Rain Showers,11.3
6190,92,0,101.21,Rain Showers,19.3
6191,97,13,101.13,Rain Showers,16.1
6192,91,20,101.17,Cloudy,19.3
6193,91,22,101.14,Cloudy,25.0
6194,91,24,101.09,Cloudy,25.0
6195,89,30,101.08,Cloudy,25.0
6196,88,30,101.12,Mostly Cloudy,25.0
6197,94,28,101.14,"Drizzle,Fog",9.7
6198,86,22,101.25,Mostly Cloudy,24.1
6199,80,20,101.36,Mostly Cloudy,24.1
6200,76,19,101.44,Mainly Clear,24.1
6201,71,19,101.5,Mostly Cloudy,24.1
6202,66,22,101.51,Mostly Cloudy,24.1
6203,58,22,101.49,Mostly Cloudy,48.3
6204,54,17,101.49,Mostly Cloudy,48.3
6205,56,20,101.44,Mostly Cloudy,48.3
6206,56,22,101.39,Rain Showers,24.1
6207,83,13,101.41,Mostly Cloudy,24.1
6208,62,17,101.36,Mainly Clear,24.1
6209,69,22,101.39,Rain Showers,24.1
6210,73,7,101.4,Mostly Cloudy,24.1
6211,69,13,101.42,Mainly Clear,25.0
6212,70,11,101.46,Mainly Clear,25.0
6213,77,13,101.48,Mainly Clear,25.0
